1259, 5.63449792152e-05, 5.63449789528e-05, 0, 0, 0
2668, 5.63449437156e-05, 5.63449435582e-05, 0, 0, 0
4009, 5.6344908531e-05, 5.63449083473e-05, 0, 0, 0
5367, 5.63448732415e-05, 5.63448731103e-05, 0, 0, 0
6687, 5.63448384505e-05, 5.6344838293e-05, 0, 0, 0
8014, 5.63448039219e-05, 5.63448037907e-05, 0, 0, 0
9330, 5.6344769131e-05, 5.63447689998e-05, 0, 0, 0
10657, 5.63447342352e-05, 5.63447340778e-05, 0, 0, 0
11984, 5.63446997068e-05, 5.63446995756e-05, 0, 0, 0
13304, 5.63446649685e-05, 5.63446648373e-05, 0, 0, 0
14649, 5.63446288396e-05, 5.63446286822e-05, 0, 0, 0
16008, 5.63445934193e-05, 5.63445932618e-05, 0, 0, 0
17363, 5.63445579202e-05, 5.63445577628e-05, 0, 0, 0
18709, 5.634452229e-05, 5.63445221326e-05, 0, 0, 0
20067, 5.63444868173e-05, 5.63444866599e-05, 0, 0, 0
21421, 5.63444513709e-05, 5.63444512135e-05, 0, 0, 0
22770, 5.63444161344e-05, 5.6344415977e-05, 0, 0, 0
24114, 5.63443737352e-05, 5.63443734728e-05, 0, 0, 0
25753, 5.63443359276e-05, 5.63443356915e-05, 0, 0, 0
27226, 5.6344298225e-05, 5.63442980151e-05, 0, 0, 0
28677, 5.63442601551e-05, 5.63442599452e-05, 0, 0, 0
30115, 5.63442224788e-05, 5.63442222689e-05, 0, 0, 0
31554, 5.63441846451e-05, 5.6344184409e-05, 0, 0, 0
32999, 5.63441464967e-05, 5.63441462605e-05, 0, 0, 0
34410, 5.63441095289e-05, 5.63441092928e-05, 0, 0, 0
35819, 5.63440726137e-05, 5.63440723513e-05, 0, 0, 0
37275, 5.6344034308e-05, 5.63440340981e-05, 0, 0, 0
38686, 5.63439973141e-05, 5.63439971042e-05, 0, 0, 0
40129, 5.63439595332e-05, 5.63439592971e-05, 0, 0, 0
41569, 5.63439217524e-05, 5.63439215163e-05, 0, 0, 0
42976, 5.63438848637e-05, 5.63438846275e-05, 0, 0, 0
44415, 5.63438470829e-05, 5.63438464533e-05, 0, 0, 0
45872, 5.63438089874e-05, 5.63438087775e-05, 0, 0, 0
47277, 5.63437721775e-05, 5.63437719676e-05, 0, 0, 0
48682, 5.63437353677e-05, 5.63437351316e-05, 0, 0, 0
50111, 5.63436978758e-05, 5.63436976659e-05, 0, 0, 0
51516, 5.63436609873e-05, 5.63436607512e-05, 0, 0, 0
52948, 5.63436234168e-05, 5.63436232069e-05, 0, 0, 0
54401, 5.63435852691e-05, 5.63435850592e-05, 0, 0, 0
55798, 5.63435486431e-05, 5.6343548407e-05, 0, 0, 0
57251, 5.63435100495e-05, 5.63435098134e-05, 0, 0, 0
58719, 5.63434716396e-05, 5.63434714035e-05, 0, 0, 0
60165, 5.6343433702e-05, 5.63434334659e-05, 0, 0, 0
61613, 5.63433817281e-05, 5.63433813084e-05, 0, 0, 0
63627, 5.63433402488e-05, 5.63433398552e-05, 0, 0, 0
65202, 5.63432970379e-05, 5.63432965657e-05, 0, 0, 0
66866, 5.63432541682e-05, 5.63432536697e-05, 0, 0, 0
68475, 5.63432108262e-05, 5.63432103015e-05, 0, 0, 0
70129, 5.63431698456e-05, 5.63431693996e-05, 0, 0, 0
71699, 5.63431293635e-05, 5.63431289962e-05, 0, 0, 0
73302, 5.63430852872e-05, 5.63430848937e-05, 0, 0, 0
75208, 5.6343033209e-05, 5.63430324219e-05, 0, 0, 50
76943, 5.6342989264e-05, 5.63429888442e-05, 0, 0, 50
78600, 5.63429458438e-05, 5.63429453978e-05, 0, 0, 50
80224, 5.63429027384e-05, 5.63429023187e-05, 0, 0, 50
81894, 5.63428611811e-05, 5.63428697601e-05, 0, 1, 50
83520, 5.63428185481e-05, 5.63428697601e-05, 0, 1, 50
85148, 5.63428004455e-05, 5.63428697601e-05, 1, 1, 50
86810, 5.63428004455e-05, 5.63428697601e-05, 1, 1, 50
88454, 5.63428004455e-05, 19.1972076789, 1, 2, 50
90099, 5.63428004455e-05, 19.1972076789, 1, 2, 50
91755, 19.2246584048, 19.1972076789, 2, 2, 50
93395, 19.2246584048, 26.7285177822, 2, 3, 50
95193, 19.2246584048, 26.7285177822, 2, 3, 50
96718, 25.7940737583, 31.9176998154, 3, 4, 50
98328, 25.7940737583, 31.9176998154, 3, 4, 50
99947, 29.810298103, 35.2256186317, 4, 5, 50
101619, 29.810298103, 35.2256186317, 4, 5, 50
103248, 32.8536519142, 38.1583096815, 5, 6, 50
104865, 32.8536519142, 38.1583096815, 5, 6, 50
106443, 35.9157019887, 40.3737070404, 6, 7, 50
108083, 35.9157019887, 40.3737070404, 6, 7, 50
109641, 38.3396704689, 43.137254902, 7, 8, 50
111199, 38.3396704689, 43.137254902, 7, 8, 50
112767, 39.6721311475, 44.8480355819, 8, 9, 50
114405, 39.6721311475, 45.4033771107, 8, 10, 50
116038, 41.5807560137, 45.4033771107, 9, 10, 50
117700, 41.5807560137, 46.5205690119, 9, 11, 50
119620, 43.447037702, 48.4387510008, 10, 12, 50
121259, 45.115585384, 48.4387510008, 11, 12, 50
122918, 45.115585384, 48.8494146145, 11, 13, 50
124526, 45.8680818802, 51.097972973, 12, 14, 50
126200, 46.8085106383, 52.7462946818, 13, 15, 50
