2328, 0, 0, 0, 0, 0.0, 0.0, 0
3884, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
5354, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
6823, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
8358, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
9894, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
11383, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
12850, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
14389, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
15875, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
17412, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
18931, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
20498, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
21984, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
23530, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
25048, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
26590, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
28081, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
29599, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
31151, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
32721, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
34249, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
35789, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
37323, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
38856, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
40342, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
41825, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
43373, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
44925, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
46464, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
47997, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
49492, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
51037, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
52562, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
54094, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
55640, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
57194, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
58733, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
60250, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
61795, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
63325, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
64855, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
66389, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
67938, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
69475, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
71011, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
72562, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
74097, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
75636, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
77152, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
78704, 0.0, 0.0, 0, 0, 0.0, 0.0, 0
80365, 0.0, 0.0, 0, 0, 72.0, 72.0, 40.0
81861, 0.0, 0.0, 0, 0, 80.0, 80.0, 40.0
83318, 0.0, 0.0, 0, 0, 88.0, 88.0, 40.0
84805, 0.0, 0.0, 0, 0, 96.0, 96.0, 40.0
86358, 0.0, 0.0, 0, 0, 104.0, 104.0, 40.0
87910, 0.0, 0.0, 0, 0, 112.0, 112.0, 40.0
89435, 0.0, 0.0, 0, 0, 120.0, 120.0, 40.0
90993, 33.9410939691, 35.4838709677, 1, 1, 124.0, 124.0, 40.0
92504, 33.9410939691, 51.3582342954, 1, 1, 69.6942496494, 67.2258064516, 40.0
93993, 49.85578904, 51.3582342954, 2, 2, 69.6942496494, 39.5551782683, 40.0
95510, 56.7276136896, 59.60591133, 3, 3, 42.2595797281, 37.2835314092, 40.0
97032, 58.7663914522, 60.2289696366, 4, 4, 27.9191375507, 20.1660658877, 40.0
98586, 58.7663914522, 57.4276222117, 4, 4, 20.9038148402, 15.1233786699, 40.0
100069, 58.9094449854, 57.4276222117, 5, 5, 17.1505365498, 16.1200101075, 40.0
101572, 57.4276222117, 54.7759167044, 6, 6, 13.1397618995, 12.6344856651, 40.0
103075, 57.4276222117, 52.0206362855, 6, 6, 12.0251538951, 13.9220311359, 40.0
104603, 52.4945770065, 52.0206362855, 7, 7, 8.53962945278, 15.9263525491, 40.0
106150, 51.1844331641, 48.8100040339, 8, 8, 13.9335863798, 13.522225292, 40.0
107698, 51.1844331641, 48.8100040339, 8, 8, 13.7929298947, 16.8972360878, 40.0
109185, 46.7542503864, 46.0251046025, 9, 9, 11.5560432619, 15.135235281, 40.0
110669, 46.7542503864, 45.8680818802, 9, 9, 17.293485629, 18.3860534507, 40.0
112136, 43.1218816821, 43.5095289464, 10, 10, 15.9426355517, 17.4636734303, 40.0
113629, 43.1218816821, 42.9078014184, 10, 10, 21.1300491422, 20.5354523351, 40.0
115112, 39.3623942746, 40.6040268456, 11, 11, 20.5056728057, 20.9166560962, 40.0
116633, 39.3623942746, 40.6040268456, 11, 11, 26.6483738029, 24.4818900435, 40.0
118142, 37.1051824594, 36.7892976589, 12, 12, 26.775894948, 24.3610846744, 40.0
119631, 37.1051824594, 36.7892976589, 12, 12, 30.9663973604, 31.1067918415, 40.0
121113, 35.1437699681, 34.5911949686, 13, 13, 31.5453608685, 31.7489323097, 40.0
122588, 35.1437699681, 34.5911949686, 13, 13, 35.654866861, 36.3476576205, 40.0
124120, 35.1437699681, 33.9410939691, 13, 13, 36.6261128674, 37.4294186268, 40.0
125628, 34.0941110172, 33.8650993563, 14, 14, 37.5973588738, 39.681361432, 40.0
127127, 34.0941110172, 33.8650993563, 14, 14, 40.4579909918, 41.0299329413, 40.0
128660, 34.2194570136, 33.8272295219, 15, 15, 41.6391687883, 42.2569130701, 40.0
130156, 34.2194570136, 33.8272295219, 15, 15, 42.5947237914, 43.5520589006, 40.0
131695, 34.5813089454, 36.7781155015, 16, 16, 43.7508323887, 44.7866129962, 40.0
133229, 34.5813089454, 36.7781155015, 16, 16, 44.2556075087, 40.7095723286, 40.0
134753, 34.5813089454, 38.0144517751, 16, 16, 45.3393457196, 41.3539492283, 40.0
136286, 35.7882283348, 38.0144517751, 17, 17, 46.4230839305, 39.7729208356, 40.0
137821, 35.7882283348, 40.1726427623, 17, 17, 45.3343672405, 40.1700304806, 40.0
139315, 37.3802903923, 40.1726427623, 18, 18, 46.1767215735, 36.6823963486, 40.0
140776, 37.3802903923, 40.293040293, 18, 18, 44.153364203, 36.6478677961, 40.0
142305, 38.2548213721, 40.293040293, 19, 19, 44.6773061246, 36.3966236883, 40.0
143844, 38.2548213721, 39.6851426697, 19, 19, 43.6270922825, 36.3380156297, 40.0
145330, 40.6040268456, 39.6851426697, 20, 20, 43.9761280081, 37.3736232931, 40.0
146859, 40.6040268456, 39.0953150242, 20, 20, 40.0965938813, 37.4365947591, 40.0
148388, 40.7270279367, 39.0953150242, 21, 21, 39.9757885122, 38.5612559871, 40.0
149935, 40.7270279367, 39.5683453237, 21, 21, 39.6335811791, 38.7421929822, 40.0
151422, 41.0030498136, 39.5683453237, 22, 22, 39.4881755917, 38.0716754383, 40.0
152877, 41.0030498136, 39.73727422, 22, 22, 38.845930626, 38.1580063735, 40.0
154361, 41.4099931554, 39.73727422, 23, 23, 38.6453206633, 37.9402652954, 40.0
155898, 41.4099931554, 40.0, 23, 23, 37.7122126854, 37.9928104514, 40.0
157428, 41.1704661449, 40.0, 24, 24, 37.4302140543, 37.5724492035, 40.0
158895, 41.0865874363, 39.7503285151, 24, 24, 37.579364042, 37.5724492035, 40.0
160419, 40.7956844235, 39.7503285151, 25, 25, 37.4962524885, 38.0218578763, 40.0
161903, 40.4953145917, 40.4817664771, 25, 25, 37.8025604244, 38.0717921733, 40.0
163448, 40.4276645506, 40.4817664771, 26, 26, 38.1840892369, 36.8051381387, 40.0
165002, 39.0700678076, 40.6449445751, 26, 26, 38.2067963925, 36.7087848433, 40.0
166520, 38.9694041868, 40.6449445751, 27, 27, 40.5649376199, 36.3187109715, 40.0
168011, 38.9694041868, 40.2662229617, 27, 27, 40.9321185757, 36.1897220565, 40.0
169552, 38.9945214309, 40.2662229617, 28, 28, 41.1382377384, 36.7424320455, 40.0
171039, 38.9945214309, 38.794485412, 28, 28, 41.2991458617, 36.6891874531, 40.0
172570, 39.9471772862, 38.794485412, 29, 29, 41.5002415755, 39.2850704503, 40.0
174111, 39.9471772862, 39.6721311475, 29, 29, 39.9865567497, 39.5261733679, 40.0
175655, 40.4953145917, 39.6721311475, 30, 30, 39.9971212924, 38.1875139615, 40.0
177145, 40.3198933689, 39.6981627297, 30, 30, 39.0210386854, 38.253087732, 40.0
178598, 39.8026315789, 39.6981627297, 31, 31, 39.2377339681, 38.2718046547, 40.0
180127, 39.8026315789, 40.8921933086, 31, 31, 40.1048265162, 38.3321721088, 40.0
181661, 40.2796271638, 40.8921933086, 32, 32, 40.1443002004, 36.2432845208, 40.0
183218, 40.4411764706, 42.057698992, 33, 33, 39.3251818319, 36.0648458591, 40.0
184702, 40.4411764706, 42.057698992, 33, 33, 38.9784676469, 33.7884969672, 40.0
186251, 40.7133243607, 41.6379903648, 34, 34, 38.8902323528, 33.3769571688, 40.0
187736, 40.7133243607, 41.6379903648, 34, 34, 38.3121308565, 33.7208928994, 40.0
189200, 40.1060656281, 41.0587037665, 35, 35, 38.1694659843, 33.3932948265, 40.0
190663, 40.1060656281, 41.0587037665, 35, 35, 39.1198668309, 34.1084126303, 40.0
192160, 40.6449445751, 39.4522334529, 36, 36, 39.0986537052, 33.896671877, 40.0
